SiteCode,SiteID,OrderStatus,AcctNmbr,Customer,InvoiceFrequencyID,Description,Salesperson_Name,Salesperson_ID,ConsolidationFlag,OrderDate,Amount,Orders
"Deliver-It","1","I","103659","Emanate Health Foothill PH/Lab","4","Semi","Jenna Crevda","23","Exclude Consolidations","2024-01-03","75.48","2"
"Deliver-It","1","N","103009","K-MARS OPTICAL - INBOUND","13","Internal","Internal","9","Consolidations","2024-01-03","0.06","6"
"Deliver-It","1","I","103686","Innovative Federal Operations Group","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-03","99.06","2"
"Deliver-It","1","I","103539","IT WORKS! MARKETING INC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-03","528.13","87"
"Deliver-It","1","I","103698","TOTALCARE PHARMACY","32","Auto ACH - Weekly-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-03","56.88","6"
"Deliver-It","1","I","6578","MODERN ACCOUNTING","4","Semi","House","1","Exclude Consolidations","2024-01-03","78.74","5"
"Deliver-It","1","I","6466","ADP - AUTO PAY - ROUTES LA PALMA","18","ADP Majors - Email PDF","House","1","Exclude Consolidations","2024-01-03","17691.19","3649"
"Deliver-It","1","N","102684","ALBERTSONS - VONS DIST CTR - CHINO PRINT SHOP","13","Internal","Internal","9","Exclude Consolidations","2024-01-03","11.5","1"
"Deliver-It","1","I","103714","JET LOGISTICS dba ZIPPY EXPRESS INCJET LOGISTICS","43","Jet Logistics/Zippy","Phil Nabal","19","Exclude Consolidations","2024-01-03","4297.64","984"
"Deliver-It","1","N","103010","K-MARS OPTICAL - ON CALL","13","Internal","Internal","9","Consolidations","2024-01-03","0.15","15"
"Deliver-It","1","I","103689","Nespresso - PNW","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-03","5232.15","712"
"Deliver-It","1","I","103556","IHERB LLC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","I","6132","LINDGREN FINANCIAL SERVICES","4","Semi","House","1","Exclude Consolidations","2024-01-03","12.01","1"
"Deliver-It","1","N","103607","L'OREAL USA INC","34","BBB","Phil Nabal","19","Exclude Consolidations","2024-01-03","6.71","1"
"Deliver-It","1","N","10051","DI - STEM FEES - DISTRIBUTION","13","Internal","Internal","9","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","N","103326","OCULAR LABS - ONCALL","13","Internal","Internal","9","Consolidations","2024-01-03","0.02","2"
"Deliver-It","1","I","2858","NORMAN SCHALL AND ASSOCIATES","11","CC - Email PDF","House","1","Consolidations","2024-01-03","0.02","2"
"Deliver-It","1","N","103556","IHERB LLC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-03","5","1"
"Deliver-It","1","I","103694","Nespresso - SoCal Sameday","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-03","436.08","19"
"Deliver-It","1","I","103576","NEW AVON COMPANY - ACCESSORIAL","34","BBB","Phil Nabal","19","Consolidations","2024-01-03","0.02","2"
"Deliver-It","1","N","100463","DELIVER-IT - PU ROUTES","13","Internal","Internal","9","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","N","103715","ALIBABA- dba ALBATROS AMERICA INC","41","Alibaba/Albatros","Amber Angelovic","25","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","N","102392","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","House","1","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","I","103629","ShipX INC","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-03","200.66","36"
"Deliver-It","1","I","6163","TAX FINANCIAL CENTER","2","Semi - Email PDF","House","1","Exclude Consolidations","2024-01-03","12.01","1"
"Deliver-It","1","N","103603","ZARA USA INC","34","BBB","Mikel Mobley","27","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","I","103696","Smart Kargo","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-03","5559.48","922"
"Deliver-It","1","I","103633","WeShip - WAN - HUB- LA","21","24/7 Billing","Phil Nabal","19","Exclude Consolidations","2024-01-03","55.84","4"
"Deliver-It","1","N","102392W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","House","1","Consolidations","2024-01-03","0.31","31"
"Deliver-It","1","N","103651","TILLYS","8","Weekly - Email Excel and PDF","Mikel Mobley","27","Exclude Consolidations","2024-01-03","4.74","1"
"Deliver-It","1","N","102676","MERIDIAN OPTICAL LAB - INBOUND","13","Internal","Internal","9","Exclude Consolidations","2024-01-03","0.26","13"
"Deliver-It","1","I","103661","Emanate Health Foothill PH/Pathology","4","Semi","Jenna Crevda","23","Exclude Consolidations","2024-01-03","57.44","1"
"Deliver-It","1","N","102702","ABC PHARMACY - RIVERSIDE","29","Auto ACH - Semi-Email","Phil Nabal","19","Exclude Consolidations","2024-01-03","7.61","1"
"San Diego ","3","A","79000","ROUTES - SAN DIEGO","13","Internal","Internal","9","Exclude Consolidations","2024-01-03","0.04","2"
"Deliver-It","1","I","103715","ALIBABA- dba ALBATROS AMERICA INC","41","Alibaba/Albatros","Amber Angelovic","25","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","I","103691","Ontario Pharmacy","11","CC - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-03","46.69","5"
"Deliver-It","1","N","103606","F21 OPCO LLC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-03","5.19","1"
"Deliver-It","1","I","103699","MWI ANIMAL HEALTH-LINEHAULS","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-03","3530","3"
"Deliver-It","1","N","102763","ALBERTSONS - BOXES - VONS","14","Monthly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-03","13.24","2"
"Deliver-It","1","I","103715","ALIBABA- dba ALBATROS AMERICA INC","41","Alibaba/Albatros","Amber Angelovic","25","Exclude Consolidations","2024-01-03","9190.7","2703"
"Deliver-It","1","N","103026","CSC - OCULAR LABS INC - INBOUND","13","Internal","Internal","9","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","I","103717","Smart Kargo-REATTEMPT","8","Weekly - Email Excel and PDF","Mike Martin","6","Consolidations","2024-01-03","0.27","27"
"Deliver-It","1","I","6563","PAYROLL PLUS","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-03","158.05","15"
"Deliver-It","1","I","103718","AMERICAN CARE PHARMACY","6","Weekly - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-03","132.81","11"
"Deliver-It","1","N","103653","SHYPGYSTYCS-Reattempt","36","Semi-Vape","Phil Nabal","19","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","I","103719","Emanate Patient Reports/Messenger Internal Acct.","2","Semi - Email PDF","Internal","9","Exclude Consolidations","2024-01-03","268","97"
"Deliver-It","1","N","103603","ZARA USA INC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-03","10.92","2"
"Deliver-It","1","I","686","QUALITY MAPPING SERVICE","4","Semi","House","1","Exclude Consolidations","2024-01-03","15","1"
"Deliver-It","1","N","103594","EIGHTVAPE","36","Semi-Vape","Phil Nabal","19","Exclude Consolidations","2024-01-03","14.6","1"
"Deliver-It","1","I","PA0580","PAYCHEX- MASTER ACCOUNT","20","Paychex","Phil Nabal","19","Exclude Consolidations","2024-01-03","40946.43","5379"
"Deliver-It","1","N","102501","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","Phil Nabal","19","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","N","103606","F21 OPCO LLC","34","BBB","Mikel Mobley","27","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","N","103681","Mixlab RX","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-03","12.82","2"
"Deliver-It","1","N","103630","SEPHORA","40","Sephora","Phil Nabal","19","Consolidations","2024-01-03","0.02","2"
"Deliver-It","1","N","PA0580","PAYCHEX- MASTER ACCOUNT","20","Paychex","Phil Nabal","19","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","N","103714","JET LOGISTICS dba ZIPPY EXPRESS INCJET LOGISTICS","43","Jet Logistics/Zippy","Phil Nabal","19","Exclude Consolidations","2024-01-03","123.66","28"
"Deliver-It","1","N","103715","ALIBABA- dba ALBATROS AMERICA INC","41","Alibaba/Albatros","Amber Angelovic","25","Exclude Consolidations","2024-01-03","13.76","4"
"Deliver-It","1","N","6466","ADP - AUTO PAY - ROUTES LA PALMA","18","ADP Majors - Email PDF","House","1","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","N","102677","MERIDIAN OPTICAL LAB - ON CALL PICKUPS","13","Internal","Internal","9","Exclude Consolidations","2024-01-03","0.16","8"
"Deliver-It","1","N","103696","Smart Kargo","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-03","29.8","5"
"San Diego ","3","A","79000","ROUTES - SAN DIEGO","13","Internal","Internal","9","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","N","103719","Emanate Patient Reports/Messenger Internal Acct.","2","Semi - Email PDF","Internal","9","Exclude Consolidations","2024-01-03","0","1"
"Deliver-It","1","N","103370","NESPRESSO - Socal","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-03","42.31","6"
"Deliver-It","1","N","103522","DI TRUCK ACCT ","13","Internal","Internal","9","Consolidations","2024-01-03","0.08","8"
"Deliver-It","1","N","103556","IHERB LLC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Consolidations","2024-01-03","0.01","1"
"Deliver-It","1","N","103717","Smart Kargo-REATTEMPT","8","Weekly - Email Excel and PDF","Mike Martin","6","Consolidations","2024-01-03","0.01","1"
"ARC       ","7","A","10049","ARC - CULVER CITY DRIVER PAY","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","0","7"
"ARC       ","7","I","102799","ARC CULVER CITY","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-02","1177.62","55"
"Deliver-It","1","A","103010","K-MARS OPTICAL - ON CALL","13","Internal","Internal","9","Consolidations","2024-01-02","0.69","69"
"ARC       ","7","I","102799","ARC CULVER CITY","9","Weekly - Email PDF ARC","Phil Nabal","19","Consolidations","2024-01-02","0.01","1"
"ARC       ","7","I","102770","ARC POMONA - S&D","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-02","9102.86","214"
"Deliver-It","1","A","10000","DELIVER-IT","13","Internal","Internal","9","Consolidations","2024-01-02","0.02","2"
"ARC       ","7","I","102770","ARC POMONA - S&D","9","Weekly - Email PDF ARC","Phil Nabal","19","Consolidations","2024-01-02","0.16","16"
"ARC       ","7","I","102790","ARC LOGISTICS POMONA","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-02","6788.72","50"
"Deliver-It","1","A","10053","DI - ROUTE SPLIT PAY","13","Internal","Internal","9","Consolidations","2024-01-02","0.05","5"
"Deliver-It","1","A","100463","DELIVER-IT - PU ROUTES","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","0.02","1"
"Deliver-It","1","I","102357","PRIME SPORTS SALES AND DESIGN INC","4","Semi","Ernie Eiserman","3","Consolidations","2024-01-02","0.01","1"
"Deliver-It","1","A","102495","BARTLEY OPTICAL - ON CALL PICKUPS","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","1.04","52"
"Deliver-It","1","A","10051","DI - STEM FEES - DISTRIBUTION","13","Internal","Internal","9","Consolidations","2024-01-02","0.1","10"
"Deliver-It","1","A","102689","ALBERTSONS - DIST CTR - IRVINE PRODUCE DC","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","70.29","1"
"ARC       ","7","I","102803","ARC SAN DIEGO S&D","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-02","234.49","2"
"Deliver-It","1","A","100463","DELIVER-IT - PU ROUTES","13","Internal","Internal","9","Consolidations","2024-01-02","0.87","87"
"Deliver-It","1","A","100935","DELIVER-IT - NON REVENUE -MESSENGER","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","3.37","168"
"Deliver-It","1","A","102677","MERIDIAN OPTICAL LAB - ON CALL PICKUPS","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","0.62","31"
"Deliver-It","1","I","102475","PHYSICIANS PLAZA PHARMACY  - OUTBOUND","6","Weekly - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-02","1588.26","134"
"Deliver-It","1","A","102682","ALBERTSONS - VONS DIST CTR - NORWALK BEVERAGE PLAN","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","14.49","1"
"Deliver-It","1","A","10055","DELIVER-IT *RTS-QC*","13","Internal","","0","Consolidations","2024-01-02","0.01","1"
"Deliver-It","1","A","103653","SHYPGYSTYCS-Reattempt","36","Semi-Vape","Phil Nabal","19","Consolidations","2024-01-02","0.01","1"
"ARC       ","7","P","102803","ARC SAN DIEGO S&D","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-02","0","3"
"Deliver-It","1","A","100935","DELIVER-IT - NON REVENUE -MESSENGER","13","Internal","Internal","9","Consolidations","2024-01-02","0.16","16"
"Deliver-It","1","A","102761","ELITE OPTICAL - INBOUND","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","0.04","2"
"Deliver-It","1","A","103098","CENTRAL COAST ORTHOPEDIC MEDICAL GROUP","14","Monthly - Email PDF","Courier Systems","10","Exclude Consolidations","2024-01-02","619.11","1"
"Deliver-It","1","I","102477","SDP PAYROLL","8","Weekly - Email Excel and PDF","Phil Nabal","19","Consolidations","2024-01-02","0.01","1"
"Deliver-It","1","A","103212","PLACER TITLE COMPANY","14","Monthly - Email PDF","Courier Systems","10","Exclude Consolidations","2024-01-02","1989.65","2"
"Deliver-It","1","A","101999","DELIVER-IT ","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","0.78","39"
"Deliver-It","1","I","100296","CAREMAX","4","Semi","House","1","Exclude Consolidations","2024-01-02","79.11","9"
"Deliver-It","1","A","10000","DELIVER-IT","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","482.47","37"
"Deliver-It","1","A","102836","ABBA OPTICAL USA INC - ON CALL PICKUPS","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","0.04","2"
"Deliver-It","1","A","103522","DI TRUCK ACCT ","13","Internal","Internal","9","Consolidations","2024-01-02","0.09","9"
"Deliver-It","1","A","103112","COASTHILLS CREDIT UNION","14","Monthly - Email PDF","Courier Systems","10","Exclude Consolidations","2024-01-02","4613.97","1"
"Deliver-It","1","I","102493","BARTLEY OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Consolidations","2024-01-02","0.01","1"
"Deliver-It","1","I","100644","VHEP CONSULTANTS","2","Semi - Email PDF","House","1","Exclude Consolidations","2024-01-02","24.02","2"
"Deliver-It","1","A","102292","DELIVER-IT - SUPPLY REQUESTS","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","0.08","4"
"Deliver-It","1","I","100491","SOUTH BAY HOME HEALTH CARE","29","Auto ACH - Semi-Email","House","1","Exclude Consolidations","2024-01-02","89.6","7"
"Deliver-It","1","A","102494","BARTLEY OPTICAL - INBOUND","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","0.02","1"
"Deliver-It","1","A","103287","CHOICE COMPOUNDING PHARMACY - TORRANCE","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-02","7.24","1"
"Deliver-It","1","A","989898998","IHERB TEST ACCOUNT","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","32.61","3"
"Deliver-It","1","I","102180","CARE PLUS - SAN DIEGO - T-Force","6","Weekly - Email PDF","Ernie Eiserman","3","Exclude Consolidations","2024-01-02","285","19"
"Deliver-It","1","I","102499","ADP - AUTO PAY - ROUTES PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Consolidations","2024-01-02","1.55","155"
"Deliver-It","1","I","100761","IN HOME DYNAMICS","4","Semi","House","1","Exclude Consolidations","2024-01-02","24.02","2"
"Deliver-It","1","A","102709","FOOT IN MOTION INC - ON CALL PICKUP","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","45.69","3"
"Deliver-It","1","I","102646","TOP PRIORITY COURIERS","1","Semi - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-02","8","1"
"Deliver-It","1","A","102630","EMPIRE OPTICAL - ON CALL PICKUPS","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","0.34","17"
"Deliver-It","1","A","103323","CONNECT ACCOUNTING","14","Monthly - Email PDF","Courier Systems","10","Exclude Consolidations","2024-01-02","23.76","1"
"Deliver-It","1","I","102065","EMPLOYERS RESOURCE","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-02","197.88","20"
"Deliver-It","1","I","102289","ADP - AUTO PAY - CALENDAR 599 LA PALMA","18","ADP Majors - Email PDF","House","1","Exclude Consolidations","2024-01-02","796.96","14"
"Deliver-It","1","I","102501","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","14464.33","2459"
"Deliver-It","1","I","102244","PERRIS HILLS PHARMACY","10","CC","Ernie Eiserman","3","Exclude Consolidations","2024-01-02","129.75","15"
"Deliver-It","1","A","102763","ALBERTSONS - BOXES - VONS","14","Monthly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","86.06","13"
"Deliver-It","1","I","102693","ABC PHARMACY - RIALTO","29","Auto ACH - Semi-Email","Phil Nabal","19","Consolidations","2024-01-02","0.04","4"
"Deliver-It","1","A","102659","ALBERTSONS - BOXES","14","Monthly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","33.1","5"
"Deliver-It","1","I","100745","HEALTH GUARD RX INC","23","B/U CC - Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-02","65.78","6"
"Deliver-It","1","I","102077","NETWORK DEPOSITION SERVICES","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","10.02","1"
"Deliver-It","1","I","102332","CORINTHIAN TITLE COMPANY - DIAMOND BAR","4","Semi","Cindy Jones","2","Exclude Consolidations","2024-01-02","36.53","3"
"Deliver-It","1","I","102501W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","Phil Nabal","19","Consolidations","2024-01-02","0.05","5"
"Deliver-It","1","I","102350","THE COFFEE BEAN AND TEA LEAF - BAG EXCHANGE","1","Semi - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","24.06","3"
"Deliver-It","1","A","103558","RX UNLIMITED- BEVERLY HILLS","14","Monthly - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-02","99.84","12"
"Deliver-It","1","I","102703","ABC PHARMACY - UPLAND","29","Auto ACH - Semi-Email","Phil Nabal","19","Exclude Consolidations","2024-01-02","48.85","5"
"Deliver-It","1","A","102762","ELITE OPTICAL - ON CALL PICKUPS","13","Internal","Internal","9","Exclude Consolidations","2024-01-02","0.02","1"
"Deliver-It","1","I","102183","PRIDE PHARMACY - SAN DIEGO","11","CC - Email PDF","Ernie Eiserman","3","Exclude Consolidations","2024-01-02","34.6","4"
"Deliver-It","1","I","102293","NORTH COAST MEDICAL PHARMACY","10","CC","Ernie Eiserman","3","Exclude Consolidations","2024-01-02","54.27","4"
"Deliver-It","1","I","102392","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","House","1","Exclude Consolidations","2024-01-02","27295.81","5619"
"Deliver-It","1","I","102628","EMPIRE OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-02","450.26","77"
"Deliver-It","1","I","102452","OPTICAL CONNECTION, LLC - OUTBOUND","10","CC","Cindy Jones","2","Exclude Consolidations","2024-01-02","13.12","2"
"Deliver-It","1","I","102060","PAY-NET INC","29","Auto ACH - Semi-Email","Cindy Jones","2","Exclude Consolidations","2024-01-02","399.34","54"
"Deliver-It","1","I","102707","FOOT IN MOTION INC - OUTBOUND","1","Semi - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","12.01","1"
"Deliver-It","1","A","103326","OCULAR LABS - ONCALL","13","Internal","Internal","9","Consolidations","2024-01-02","0.01","1"
"Deliver-It","1","I","102245","EDDIES PHARMACY","11","CC - Email PDF","Ernie Eiserman","3","Exclude Consolidations","2024-01-02","78.63","6"
"Deliver-It","1","I","102464","TELEPAYROLL INC","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-02","1506.04","149"
"Deliver-It","1","I","102449","ADP - SBS DIST - WHOLESALE PARTNERS - SPECIALTY","19","ADP Nationals - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","72.5","14"
"Deliver-It","1","I","102692","HEARTLAND PAYROLL SOLUTIONS","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-02","4833.76","539"
"Deliver-It","1","I","102499","ADP - AUTO PAY - ROUTES PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","5996.96","1021"
"Deliver-It","1","I","102067","SOURCEONE PAYROLL SERVICES","2","Semi - Email PDF","House","1","Exclude Consolidations","2024-01-02","172.09","14"
"Deliver-It","1","I","102850","SMC","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","439.52","76"
"Deliver-It","1","A","103630","SEPHORA","40","Sephora","Phil Nabal","19","Exclude Consolidations","2024-01-02","4.63","1"
"Deliver-It","1","I","102392","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","House","1","Consolidations","2024-01-02","2.76","276"
"Deliver-It","1","I","102467","LAWYERS TITLE COMPANY - SAN DIEGO","4","Semi","Cindy Jones","2","Exclude Consolidations","2024-01-02","57.01","4"
"Deliver-It","1","I","102508","SIEGEL MORENO AND STETTLER - SAN DIEGO","11","CC - Email PDF","Cindy Jones","2","Exclude Consolidations","2024-01-02","18.24","1"
"Deliver-It","1","I","102721","VIP PHARMACY PERRIS","30","Auto ACH - Semi","Phil Nabal","19","Exclude Consolidations","2024-01-02","58.62","6"
"Deliver-It","1","I","102501","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","Phil Nabal","19","Consolidations","2024-01-02","1.03","103"
"Deliver-It","1","I","102170","SOCAL PAYROLL SERVICES LLC","2","Semi - Email PDF","Cindy Jones","2","Exclude Consolidations","2024-01-02","57.01","4"
"Deliver-It","1","I","102965","NETPAY PAYROLL INC","4","Semi","Phil Nabal","19","Exclude Consolidations","2024-01-02","678.21","57"
"Deliver-It","1","A","103716RA","TEMU-Reattempt Account","42","Temu/Cainiao","Phil Nabal","19","Consolidations","2024-01-02","0.02","2"
"Deliver-It","1","I","102392W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","House","1","Consolidations","2024-01-02","0.39","39"
"Deliver-It","1","I","102474","GOODKIN LAW GROUP","4","Semi","House","1","Exclude Consolidations","2024-01-02","127.23","8"
"Deliver-It","1","I","102601","TRUSTEE CORPS - LAS VEGAS","3","Semi - Email and Print PDF","Sales Support","22","Exclude Consolidations","2024-01-02","38.68","2"
"Deliver-It","1","I","102752","SERENDIPITY PAYROLL","29","Auto ACH - Semi-Email","Phil Nabal","19","Exclude Consolidations","2024-01-02","192.16","16"
"Deliver-It","1","I","102585","STERIGENICS - LOS ANGELES","28","Weekly - Sameday/Messenger","Richard Olivas","20","Exclude Consolidations","2024-01-02","185.86","3"
"Deliver-It","1","I","102214","ADP - NATIONAL - ROUTES LA PALMA","19","ADP Nationals - Email PDF","House","1","Exclude Consolidations","2024-01-02","1353.66","231"
"Deliver-It","1","I","103023","EASYCARE","2","Semi - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","80.95","13"
"Deliver-It","1","I","100285","PAYROLL SERVICE PLUS","11","CC - Email PDF","House","1","Exclude Consolidations","2024-01-02","84.16","6"
"Deliver-It","1","I","102392W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","House","1","Exclude Consolidations","2024-01-02","19569.25","4075"
"Deliver-It","1","I","102511","ADP - AUTO PAY - CALENDAR PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","2764.87","44"
"Deliver-It","1","I","102618","CALIFORNIA PAYROLL","11","CC - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","202.93","24"
"Deliver-It","1","I","102802","TORRANCE PHARMACY","2","Semi - Email PDF","Cindy Jones","2","Exclude Consolidations","2024-01-02","24.02","2"
"Deliver-It","1","I","102632","OSO HOME CARE - BURBANK","4","Semi","Phil Nabal","19","Exclude Consolidations","2024-01-02","274.47","21"
"Deliver-It","1","I","102501W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","4362.12","756"
"Deliver-It","1","I","103036","PAYALITY INC","1","Semi - Email Excel and PDF","Cindy Jones","2","Exclude Consolidations","2024-01-02","579.2","80"
"Deliver-It","1","I","100489","BALBOA PHARMACY","4","Semi","Cindy Jones","2","Exclude Consolidations","2024-01-02","15","1"
"Deliver-It","1","I","102477","SDP PAYROLL","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","913.11","107"
"Deliver-It","1","I","102515","ADP - SBS DIST - WHOLESALE PARTNERS - SPECIALTY","19","ADP Nationals - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","12.16","2"
"Deliver-It","1","I","102748","ASAP - NEXTDAY","6","Weekly - Email PDF","Phil Nabal","19","Consolidations","2024-01-02","0.11","11"
"Deliver-It","1","I","102824","WILSHIRE LE DOUX MEDICAL PHARMACY","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","159.26","17"
"Deliver-It","1","I","102693","ABC PHARMACY - RIALTO","29","Auto ACH - Semi-Email","Phil Nabal","19","Exclude Consolidations","2024-01-02","990.26","102"
"Deliver-It","1","I","102675","MERIDIAN OPTICAL LAB - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-02","575.93","98"
"Deliver-It","1","I","103074","COLTON PHARMACY","10","CC","Amber Angelovic","25","Consolidations","2024-01-02","0.02","2"
"Deliver-It","1","I","100966","COALITION COURT REPORTERS","10","CC","House","1","Exclude Consolidations","2024-01-02","66.18","6"
"Deliver-It","1","I","102607","OSO HOME CARE - IRVINE","2","Semi - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-02","269.61","8"
"Deliver-It","1","I","102560","ORTHOPEDIC HOSPITAL","28","Weekly - Sameday/Messenger","Richard Olivas","20","Exclude Consolidations","2024-01-02","336.01","4"
"Deliver-It","1","I","102754","UPLAND PHARMACY","29","Auto ACH - Semi-Email","Phil Nabal","19","Exclude Consolidations","2024-01-02","9.77","1"
"Deliver-It","1","I","103031","ENOVEX PHARMACY","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-02","83.1","15"
"Deliver-It","1","I","102702","ABC PHARMACY - RIVERSIDE","29","Auto ACH - Semi-Email","Phil Nabal","19","Exclude Consolidations","2024-01-02","574.57","65"
"Deliver-It","1","I","102760","ELITE OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-02","163.04","28"
"Deliver-It","1","I","103287","CHOICE COMPOUNDING PHARMACY - TORRANCE","29","Auto ACH - Semi-Email","Amber Angelovic","25","Consolidations","2024-01-02","0.01","1"
"Deliver-It","1","I","102003","FIVE STAR ESCROW","30","Auto ACH - Semi","Cindy Jones","2","Exclude Consolidations","2024-01-02","12.01","1"
